feedback_id,source,timestamp,text,state,district,service,category,language,experience,urgency,issue_date,action_requested,data_type
SURVEY_006722,Survey,2025-06-09 17:44:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The water supplied in Hisar sometimes has an unusual smell and should be checked.,Haryana,Hisar,Water Supply,Water Supply,Kannada,Poor,Low,2025-05-03,Yes,synthetic
SURVEY_006723,Survey,2025-08-25 18:31:00,"Vehicles are frequently parked on the road near Chandigarh, causing unnecessary congestion. Please provide an update on the issue.",Chandigarh,Chandigarh,Roads & Traffic,Roads & Traffic,English,Good,Medium,2025-07-23,Yes,synthetic
SURVEY_006724,Survey,2026-05-16 15:56:00,The complaint handling process in Rajkot could be faster and easier to track. Please look into this issue.,Gujarat,Rajkot,Other Public Services,Other Public Services,English,Very Good,High,2026-04-02,Yes,synthetic
SURVEY_006725,Survey,2025-10-29 08:39:00,Residents in Vasco da Gama need easier access to primary healthcare services.,Goa,Vasco da Gama,Healthcare,Healthcare,English,Good,Medium,2025-09-23,Yes,synthetic
SURVEY_006726,Survey,2026-04-21 20:15:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Buses on the route near Margao are irregular and commuters are waiting for a long time. Please look into this issue.,Goa,Margao,Public Transport,Public Transport,Tamil,Average,Low,2026-03-25,Yes,synthetic
SURVEY_006727,Survey,2025-05-02 03:12:00,Residents near Panipat are concerned about safety after dark. Please provide an update on the issue.,Haryana,Panipat,Police & Public Safety,Police & Public Safety,English,Poor,Low,2025-03-26,Yes,synthetic
SURVEY_006728,Survey,2025-11-13 01:56:00,Residents in Kota need easier access to primary healthcare services. This needs attention from the concerned department.,Rajasthan,Kota,Healthcare,Healthcare,English,Average,Medium,2025-11-04,Yes,synthetic
SURVEY_006729,Survey,2025-11-27 23:10:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The police response near Chennai was delayed and the issue needs attention. Please look into this issue.,Tamil Nadu,Chennai,Police & Public Safety,Police & Public Safety,Malayalam,Very Poor,Low,2025-11-10,Already resolved,synthetic
SURVEY_006730,Survey,2025-05-11 07:20:00,Students in Guwahati are facing delays in scholarship-related services. I hope the issue can be resolved soon.,Assam,Guwahati,Education,Education,English,Average,High,2025-04-02,Yes,synthetic
SURVEY_006731,Survey,2025-09-15 16:46:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The road near Mandi has potholes and becomes difficult to use during peak hours. This needs attention from the concerned department.,Himachal Pradesh,Mandi,Roads & Traffic,Roads & Traffic,Malayalam,Average,Medium,2025-08-02,Yes,synthetic
SURVEY_006732,Survey,2025-04-22 15:52:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Parents in Mandi have reported delays in receiving information from the school. This needs attention from the concerned department.,Himachal Pradesh,Mandi,Education,Education,Malayalam,Poor,Medium,2025-03-10,Yes,synthetic
SURVEY_006733,Survey,2026-05-15 03:54:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The public school near Indore needs improvements to basic facilities. I request the concerned authority to take action.,Madhya Pradesh,Indore,Education,Education,Malayalam,Good,High,2026-04-08,Yes,synthetic
SURVEY_006734,Survey,2026-01-12 15:45:00,कृपया इस समस्या पर ध्यान दें। There is a delay in processing document applications in Shimla. This needs attention from the concerned department.,Himachal Pradesh,Shimla,Government Documents,Government Documents,Hindi,Average,Medium,2026-01-08,No,synthetic
SURVEY_006735,Survey,2025-01-31 17:46:00,A public service issue near Nizamabad has remained unresolved for several days. I hope the issue can be resolved soon.,Telangana,Nizamabad,Other Public Services,Other Public Services,English,Good,Low,2025-01-10,Yes,synthetic
SURVEY_006736,Survey,2025-09-24 05:16:00,We have been waiting for an electricity connection or service update in Jodhpur.,Rajasthan,Jodhpur,Electricity,Electricity,English,Good,Low,2025-09-05,Yes,synthetic
SURVEY_006737,Survey,2026-04-22 08:51:00,The drainage near Panaji needs cleaning because water is stagnating after rain. Please look into this issue.,Goa,Panaji,Sanitation & Waste,Sanitation & Waste,English,Good,Low,2026-03-10,Yes,synthetic
SURVEY_006738,Survey,2026-06-22 01:33:00,The civic facility near Dimapur needs better maintenance. This needs attention from the concerned department.,Nagaland,Dimapur,Other Public Services,Other Public Services,English,Very Good,Medium,2026-05-23,No,synthetic
SURVEY_006739,Survey,2025-05-14 08:23:00,कृपया इस समस्या पर ध्यान दें। We have been waiting for an electricity connection or service update in Tirupati.,Andhra Pradesh,Tirupati,Electricity,Electricity,Hindi,Poor,Medium,2025-04-04,Already resolved,synthetic
SURVEY_006740,Survey,2025-04-09 17:07:00,The electricity voltage near Bhopal is unstable and appliances are being affected. I hope the issue can be resolved soon.,Madhya Pradesh,Bhopal,Electricity,Electricity,English,Average,Low,2025-03-31,No,synthetic
SURVEY_006741,Survey,2025-12-02 00:28:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Traffic enforcement around Kohima should be improved during busy hours. I request the concerned authority to take action.,Nagaland,Kohima,Police & Public Safety,Police & Public Safety,Kannada,Average,Medium,2025-10-27,Yes,synthetic
SURVEY_006742,Survey,2025-07-21 17:52:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Students in Lucknow are facing delays in scholarship-related services.,Uttar Pradesh,Lucknow,Education,Education,Kannada,Very Poor,Medium,2025-06-28,Yes,synthetic
SURVEY_006743,Survey,2026-07-25 07:52:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. A water pipeline appears to be leaking near Dharmanagar and needs repair.,Tripura,Dharmanagar,Water Supply,Water Supply,Malayalam,Good,Low,2026-06-15,Already resolved,synthetic
SURVEY_006744,Survey,2026-04-23 14:36:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Public transport services near Kolkata should be more frequent during peak hours. This needs attention from the concerned department.,West Bengal,Kolkata,Public Transport,Public Transport,Tamil,Average,Critical,2026-03-29,Yes,synthetic
SURVEY_006745,Survey,2026-01-26 17:01:00,Power cuts in the Cuttack area are frequent and are affecting daily work. I request the concerned authority to take action.,Odisha,Cuttack,Electricity,Electricity,English,Very Poor,Low,2026-01-25,No,synthetic
SURVEY_006746,Survey,2026-08-20 03:46:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. There has been an irregular water supply in the Kargil area for the past few days.,Ladakh,Kargil,Water Supply,Water Supply,Telugu,Poor,Low,2026-07-06,Yes,synthetic
SURVEY_006747,Survey,2025-09-22 00:51:00,Traffic congestion around Dhanbad is getting worse and better traffic management is needed.,Jharkhand,Dhanbad,Roads & Traffic,Roads & Traffic,English,Average,Medium,2025-09-02,Yes,synthetic
SURVEY_006748,Survey,2026-07-02 08:26:00,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents near Durgapur are facing water shortages, especially in the morning.",West Bengal,Durgapur,Water Supply,Water Supply,Tamil,Good,High,2026-06-26,Already resolved,synthetic
SURVEY_006749,Survey,2026-08-22 15:33:00,कृपया इस समस्या पर ध्यान दें। Public transport services near Udaipur should be more frequent during peak hours. I request the concerned authority to take action.,Tripura,Udaipur,Public Transport,Public Transport,Hindi,Poor,Medium,2026-07-19,Yes,synthetic
SURVEY_006750,Survey,2026-04-14 01:41:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The water supplied in Chandigarh sometimes has an unusual smell and should be checked. Please look into this issue.,Chandigarh,Chandigarh,Water Supply,Water Supply,Malayalam,Average,Medium,2026-03-03,Yes,synthetic
SURVEY_006751,Survey,2026-07-07 13:27:00,The educational facility near Mandi needs better maintenance and support services.,Himachal Pradesh,Mandi,Education,Education,English,Average,Low,2026-07-02,Yes,synthetic
SURVEY_006752,Survey,2025-08-14 21:11:00,कृपया इस समस्या पर ध्यान दें। Residents in Margao need easier access to primary healthcare services. I hope the issue can be resolved soon.,Goa,Margao,Healthcare,Healthcare,Hindi,Average,Low,2025-08-13,Yes,synthetic
SURVEY_006753,Survey,2026-05-10 02:19:00,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents near Imphal are facing water shortages, especially in the morning.",Manipur,Imphal,Water Supply,Water Supply,Tamil,Good,High,2026-03-26,Yes,synthetic
SURVEY_006754,Survey,2025-05-10 07:47:00,The electricity voltage near Leh is unstable and appliances are being affected. Please provide an update on the issue.,Ladakh,Leh,Electricity,Electricity,English,Good,Low,2025-03-28,Yes,synthetic
SURVEY_006755,Survey,2026-03-26 05:54:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The drainage near Gangtok needs cleaning because water is stagnating after rain.,Sikkim,Gangtok,Sanitation & Waste,Sanitation & Waste,Telugu,Poor,Medium,2026-03-14,No,synthetic
SURVEY_006756,Survey,2026-05-22 00:17:00,"Vehicles are frequently parked on the road near Durg, causing unnecessary congestion.",Chhattisgarh,Durg,Roads & Traffic,Roads & Traffic,English,Good,Critical,2026-04-17,Already resolved,synthetic
SURVEY_006757,Survey,2026-09-01 01:23:00,कृपया इस समस्या पर ध्यान दें। The water supplied in Kohima sometimes has an unusual smell and should be checked. I hope the issue can be resolved soon.,Nagaland,Kohima,Water Supply,Water Supply,Hindi,Good,Medium,2026-08-04,Yes,synthetic
SURVEY_006758,Survey,2025-05-23 03:45:00,कृपया इस समस्या पर ध्यान दें। Residents near Udaipur are concerned about safety after dark. Please provide an update on the issue.,Tripura,Udaipur,Police & Public Safety,Police & Public Safety,Hindi,Average,Low,2025-04-19,No,synthetic
SURVEY_006759,Survey,2025-05-22 11:08:00,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Residents near Dharamshala are facing water shortages, especially in the morning.",Himachal Pradesh,Dharamshala,Water Supply,Water Supply,Telugu,Very Poor,High,2025-04-16,No,synthetic
SURVEY_006760,Survey,2025-12-15 08:30:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. We have been waiting for an electricity connection or service update in Coimbatore. Please provide an update on the issue.,Tamil Nadu,Coimbatore,Electricity,Electricity,Telugu,Very Poor,High,2025-11-27,No,synthetic
SURVEY_006761,Survey,2025-06-12 10:41:00,The area around Daman needs more regular cleaning and waste collection. I hope the issue can be resolved soon.,Dadra and Nagar Haveli and Daman and Diu,Daman,Sanitation & Waste,Sanitation & Waste,English,Good,Medium,2025-05-08,Already resolved,synthetic
SURVEY_006762,Survey,2026-04-04 20:33:00,The road near Jammu has potholes and becomes difficult to use during peak hours. Please provide an update on the issue.,Jammu and Kashmir,Jammu,Roads & Traffic,Roads & Traffic,English,Very Poor,High,2026-03-17,Yes,synthetic
SURVEY_006763,Survey,2026-06-02 09:11:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Public transport near East Delhi is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,Delhi,East Delhi,Public Transport,Public Transport,Telugu,Very Poor,Medium,2026-05-20,Yes,synthetic
SURVEY_006764,Survey,2025-05-21 07:03:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Buses on the route near Gwalior are irregular and commuters are waiting for a long time.,Madhya Pradesh,Gwalior,Public Transport,Public Transport,Malayalam,Very Good,Medium,2025-05-05,No,synthetic
SURVEY_006765,Survey,2026-07-25 21:29:00,कृपया इस समस्या पर ध्यान दें। My government document application from Bhagalpur has been delayed beyond the expected time. Please provide an update on the issue.,Bihar,Bhagalpur,Government Documents,Government Documents,Hindi,Very Poor,Low,2026-06-16,Yes,synthetic
SURVEY_006766,Survey,2025-02-10 09:15:00,The certificate service near Aurangabad requires too many visits and could be made easier. This needs attention from the concerned department.,Maharashtra,Aurangabad,Government Documents,Government Documents,English,Good,High,2025-02-02,Yes,synthetic
SURVEY_006767,Survey,2026-07-14 20:35:00,कृपया इस समस्या पर ध्यान दें। A public service issue near Silchar has remained unresolved for several days. Please provide an update on the issue.,Assam,Silchar,Other Public Services,Other Public Services,Hindi,Very Poor,Low,2026-07-10,No,synthetic
SURVEY_006768,Survey,2026-04-21 05:08:00,"कृपया इस समस्या पर ध्यान दें। Residents near Anantnag are facing water shortages, especially in the morning.",Jammu and Kashmir,Anantnag,Water Supply,Water Supply,Hindi,Very Good,Critical,2026-04-05,Already resolved,synthetic
SURVEY_006769,Survey,2025-05-14 20:48:00,My government document application from Udaipur has been delayed beyond the expected time.,Rajasthan,Udaipur,Government Documents,Government Documents,English,Average,Low,2025-05-10,Yes,synthetic
SURVEY_006770,Survey,2026-02-26 05:59:00,"ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Vehicles are frequently parked on the road near Jabalpur, causing unnecessary congestion. I request the concerned authority to take action.",Madhya Pradesh,Jabalpur,Roads & Traffic,Roads & Traffic,Malayalam,Average,Low,2026-02-11,Yes,synthetic
SURVEY_006771,Survey,2026-06-26 14:40:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The public safety issue reported near Champhai needs quicker follow-up. I request the concerned authority to take action.,Mizoram,Champhai,Police & Public Safety,Police & Public Safety,Malayalam,Poor,High,2026-05-23,Yes,synthetic
SURVEY_006772,Survey,2025-11-04 04:09:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The educational facility near Silvassa needs better maintenance and support services. Please provide an update on the issue.,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Education,Education,Malayalam,Good,Low,2025-09-25,Yes,synthetic
SURVEY_006773,Survey,2025-09-08 04:54:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. A public service issue near Coimbatore has remained unresolved for several days.,Tamil Nadu,Coimbatore,Other Public Services,Other Public Services,Telugu,Good,Critical,2025-08-13,Yes,synthetic
SURVEY_006774,Survey,2026-09-02 04:18:00,There appears to be an issue with the electricity bill for the Bokaro area.,Jharkhand,Bokaro,Electricity,Electricity,English,Good,Medium,2026-08-30,Yes,synthetic
SURVEY_006775,Survey,2025-03-27 15:58:00,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Street lights are not working properly near Rishikesh, making the road unsafe after dark.",Uttarakhand,Rishikesh,Roads & Traffic,Roads & Traffic,Kannada,Very Good,Medium,2025-03-11,Yes,synthetic
SURVEY_006776,Survey,2025-11-20 14:48:00,कृपया इस समस्या पर ध्यान दें। Public transport near Jaipur is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,Rajasthan,Jaipur,Public Transport,Public Transport,Hindi,Good,High,2025-10-09,Yes,synthetic
SURVEY_006777,Survey,2026-06-27 06:24:00,The public safety issue reported near Gyalshing needs quicker follow-up.,Sikkim,Gyalshing,Police & Public Safety,Police & Public Safety,English,Poor,Low,2026-05-23,Already resolved,synthetic
SURVEY_006778,Survey,2026-09-07 00:00:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Students in Kolkata are facing delays in scholarship-related services.,West Bengal,Kolkata,Education,Education,Malayalam,Average,Medium,2026-08-12,No,synthetic
SURVEY_006779,Survey,2025-02-07 11:17:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Traffic congestion around Agartala is getting worse and better traffic management is needed. Please provide an update on the issue.,Tripura,Agartala,Roads & Traffic,Roads & Traffic,Tamil,Average,Medium,2025-02-06,Already resolved,synthetic
SURVEY_006780,Survey,2025-04-01 13:54:00,"Vehicles are frequently parked on the road near Guntur, causing unnecessary congestion. Please look into this issue.",Andhra Pradesh,Guntur,Roads & Traffic,Roads & Traffic,English,Poor,Medium,2025-02-18,Yes,synthetic
SURVEY_006781,Survey,2026-04-07 06:33:00,The road near Agra has potholes and becomes difficult to use during peak hours. I request the concerned authority to take action.,Uttar Pradesh,Agra,Roads & Traffic,Roads & Traffic,English,Very Good,Medium,2026-03-12,Yes,synthetic
SURVEY_006782,Survey,2026-03-01 14:42:00,कृपया इस समस्या पर ध्यान दें। Residents near Surat are concerned about safety after dark. Please look into this issue.,Gujarat,Surat,Police & Public Safety,Police & Public Safety,Hindi,Average,High,2026-02-01,Yes,synthetic
SURVEY_006783,Survey,2026-03-30 16:42:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The water supplied in Mumbai sometimes has an unusual smell and should be checked. I hope the issue can be resolved soon.,Maharashtra,Mumbai,Water Supply,Water Supply,Malayalam,Average,Medium,2026-03-14,Yes,synthetic
SURVEY_006784,Survey,2025-03-20 08:56:00,Buses on the route near Dehradun are irregular and commuters are waiting for a long time. I request the concerned authority to take action.,Uttarakhand,Dehradun,Public Transport,Public Transport,English,Very Good,Medium,2025-02-28,Yes,synthetic
SURVEY_006785,Survey,2026-07-06 16:25:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The online government service for residents of Udaipur needs better reliability. I request the concerned authority to take action.,Rajasthan,Udaipur,Government Documents,Government Documents,Telugu,Very Poor,High,2026-05-23,Yes,synthetic
SURVEY_006786,Survey,2025-08-16 06:22:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The electricity voltage near Port Blair is unstable and appliances are being affected.,Andaman and Nicobar Islands,Port Blair,Electricity,Electricity,Tamil,Average,Medium,2025-07-25,Yes,synthetic
SURVEY_006787,Survey,2026-04-01 02:33:00,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Garbage has not been collected regularly near Jodhpur, and waste is accumulating.",Rajasthan,Jodhpur,Sanitation & Waste,Sanitation & Waste,Telugu,Average,Low,2026-03-20,Already resolved,synthetic
SURVEY_006788,Survey,2026-01-30 07:28:00,The electricity voltage near Jorhat is unstable and appliances are being affected.,Assam,Jorhat,Electricity,Electricity,English,Poor,Low,2025-12-22,Already resolved,synthetic
SURVEY_006789,Survey,2026-09-07 00:00:00,Public transport services near Jaipur should be more frequent during peak hours. Please look into this issue.,Rajasthan,Jaipur,Public Transport,Public Transport,English,Very Poor,Low,2026-09-04,Yes,synthetic
SURVEY_006790,Survey,2025-11-16 05:09:00,कृपया इस समस्या पर ध्यान दें। The government hospital near Kozhikode needs better availability of essential medicines.,Kerala,Kozhikode,Healthcare,Healthcare,Hindi,Good,Critical,2025-10-13,Yes,synthetic
SURVEY_006791,Survey,2025-07-14 11:18:00,The area around Srinagar needs more regular cleaning and waste collection. Please provide an update on the issue.,Jammu and Kashmir,Srinagar,Sanitation & Waste,Sanitation & Waste,English,Good,Medium,2025-06-12,Yes,synthetic
SURVEY_006792,Survey,2025-02-09 03:14:00,कृपया इस समस्या पर ध्यान दें। Residents in Panaji need a clearer way to follow up on civic service complaints. Please look into this issue.,Goa,Panaji,Other Public Services,Other Public Services,Hindi,Very Good,High,2025-02-01,Yes,synthetic
SURVEY_006793,Survey,2026-06-30 03:09:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். A public service issue near Surat has remained unresolved for several days. This needs attention from the concerned department.,Gujarat,Surat,Other Public Services,Other Public Services,Tamil,Poor,Medium,2026-05-18,Yes,synthetic
SURVEY_006794,Survey,2025-12-04 07:13:00,"कृपया इस समस्या पर ध्यान दें। Residents near Pasighat are facing water shortages, especially in the morning. I hope the issue can be resolved soon.",Arunachal Pradesh,Pasighat,Water Supply,Water Supply,Hindi,Average,Medium,2025-11-15,Yes,synthetic
SURVEY_006795,Survey,2025-04-10 19:03:00,कृपया इस समस्या पर ध्यान दें। The complaint handling process in Patna could be faster and easier to track. This needs attention from the concerned department.,Bihar,Patna,Other Public Services,Other Public Services,Hindi,Very Poor,Low,2025-03-27,No,synthetic
SURVEY_006796,Survey,2025-01-24 23:39:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Power cuts in the Bhagalpur area are frequent and are affecting daily work. Please provide an update on the issue.,Bihar,Bhagalpur,Electricity,Electricity,Tamil,Poor,Medium,2025-01-21,Yes,synthetic
SURVEY_006797,Survey,2026-04-03 08:25:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The drainage near Raipur needs cleaning because water is stagnating after rain. I hope the issue can be resolved soon.,Chhattisgarh,Raipur,Sanitation & Waste,Sanitation & Waste,Telugu,Average,Medium,2026-03-05,Yes,synthetic
SURVEY_006798,Survey,2025-05-26 00:12:00,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents near Rourkela are facing water shortages, especially in the morning. Please provide an update on the issue.",Odisha,Rourkela,Water Supply,Water Supply,Kannada,Good,High,2025-04-18,Yes,synthetic
SURVEY_006799,Survey,2025-08-29 20:49:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. There appears to be an issue with the electricity bill for the Namchi area. Please provide an update on the issue.,Sikkim,Namchi,Electricity,Electricity,Malayalam,Average,Medium,2025-08-19,Yes,synthetic
SURVEY_006800,Survey,2026-04-02 11:54:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The government hospital near Haridwar needs better availability of essential medicines. I request the concerned authority to take action.,Uttarakhand,Haridwar,Healthcare,Healthcare,Tamil,Poor,Medium,2026-03-20,Already resolved,synthetic
SURVEY_006801,Survey,2026-03-01 18:48:00,The public safety issue reported near Hubballi needs quicker follow-up.,Karnataka,Hubballi,Police & Public Safety,Police & Public Safety,English,Poor,Medium,2026-02-27,Yes,synthetic
SURVEY_006802,Survey,2025-12-16 14:27:00,The complaint handling process in Amritsar could be faster and easier to track. This needs attention from the concerned department.,Punjab,Amritsar,Other Public Services,Other Public Services,English,Poor,High,2025-12-12,Yes,synthetic
SURVEY_006803,Survey,2026-05-27 02:00:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The police response near Shillong was delayed and the issue needs attention. This needs attention from the concerned department.,Meghalaya,Shillong,Police & Public Safety,Police & Public Safety,Telugu,Poor,Medium,2026-05-01,Yes,synthetic
SURVEY_006804,Survey,2026-09-06 17:29:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. There has been an irregular water supply in the Champhai area for the past few days.,Mizoram,Champhai,Water Supply,Water Supply,Malayalam,Very Good,Critical,2026-09-04,No,synthetic
SURVEY_006805,Survey,2025-03-06 00:33:00,कृपया इस समस्या पर ध्यान दें। The civic facility near Vasco da Gama needs better maintenance. Please provide an update on the issue.,Goa,Vasco da Gama,Other Public Services,Other Public Services,Hindi,Average,High,2025-02-25,Yes,synthetic
SURVEY_006806,Survey,2025-08-15 16:23:00,"कृपया इस समस्या पर ध्यान दें। Vehicles are frequently parked on the road near Berhampur, causing unnecessary congestion. Please look into this issue.",Odisha,Berhampur,Roads & Traffic,Roads & Traffic,Hindi,Very Good,Critical,2025-07-20,Yes,synthetic
SURVEY_006807,Survey,2026-08-04 21:56:00,My government document application from Margao has been delayed beyond the expected time. I hope the issue can be resolved soon.,Goa,Margao,Government Documents,Government Documents,English,Very Poor,Low,2026-06-30,Yes,synthetic
SURVEY_006808,Survey,2025-09-17 01:31:00,The public safety issue reported near Durgapur needs quicker follow-up. Please look into this issue.,West Bengal,Durgapur,Police & Public Safety,Police & Public Safety,English,Poor,Low,2025-08-03,Already resolved,synthetic
SURVEY_006809,Survey,2026-04-30 18:34:00,कृपया इस समस्या पर ध्यान दें। My government document application from Anantnag has been delayed beyond the expected time. I hope the issue can be resolved soon.,Jammu and Kashmir,Anantnag,Government Documents,Government Documents,Hindi,Very Poor,High,2026-04-16,Yes,synthetic
SURVEY_006810,Survey,2025-08-02 09:56:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. We have been waiting for an electricity connection or service update in Kavaratti.,Lakshadweep,Kavaratti,Electricity,Electricity,Kannada,Average,Medium,2025-08-01,Yes,synthetic
SURVEY_006811,Survey,2026-07-07 01:03:00,कृपया इस समस्या पर ध्यान दें। There is a delay in processing document applications in Silchar.,Assam,Silchar,Government Documents,Government Documents,Hindi,Very Good,Low,2026-06-10,Yes,synthetic
SURVEY_006812,Survey,2026-01-16 00:31:00,कृपया इस समस्या पर ध्यान दें। Waste disposal near Ludhiana is creating an unpleasant environment for residents. This needs attention from the concerned department.,Punjab,Ludhiana,Sanitation & Waste,Sanitation & Waste,Hindi,Very Poor,Medium,2025-12-25,Yes,synthetic
SURVEY_006813,Survey,2025-05-18 02:18:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The civic facility near Bishnupur needs better maintenance. Please look into this issue.,Manipur,Bishnupur,Other Public Services,Other Public Services,Tamil,Very Good,Medium,2025-04-14,Yes,synthetic
SURVEY_006814,Survey,2025-02-26 19:28:00,The drainage near Hubballi needs cleaning because water is stagnating after rain. Please provide an update on the issue.,Karnataka,Hubballi,Sanitation & Waste,Sanitation & Waste,English,Poor,Medium,2025-02-06,Already resolved,synthetic
SURVEY_006815,Survey,2026-02-13 10:56:00,कृपया इस समस्या पर ध्यान दें। There is a delay in processing document applications in East Delhi. Please look into this issue.,Delhi,East Delhi,Government Documents,Government Documents,Hindi,Very Poor,Medium,2026-01-16,Yes,synthetic
SURVEY_006816,Survey,2025-09-03 05:12:00,The public school near Bhopal needs improvements to basic facilities. Please look into this issue.,Madhya Pradesh,Bhopal,Education,Education,English,Very Good,Medium,2025-07-29,Yes,synthetic
SURVEY_006817,Survey,2025-07-09 22:49:00,"ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The healthcare service near Aizawl was helpful, but staffing appears to be limited.",Mizoram,Aizawl,Healthcare,Healthcare,Malayalam,Poor,Medium,2025-06-06,Already resolved,synthetic
SURVEY_006818,Survey,2025-12-01 23:38:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The area around Siliguri needs more regular cleaning and waste collection. Please provide an update on the issue.,West Bengal,Siliguri,Sanitation & Waste,Sanitation & Waste,Malayalam,Poor,Medium,2025-11-03,Yes,synthetic
SURVEY_006819,Survey,2026-07-09 06:15:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Traffic enforcement around Jabalpur should be improved during busy hours. Please look into this issue.,Madhya Pradesh,Jabalpur,Police & Public Safety,Police & Public Safety,Telugu,Very Poor,Medium,2026-06-16,Yes,synthetic
SURVEY_006820,Survey,2026-07-26 17:42:00,"Residents near Chennai are facing water shortages, especially in the morning. Please provide an update on the issue.",Tamil Nadu,Chennai,Water Supply,Water Supply,English,Very Poor,High,2026-06-28,Already resolved,synthetic
SURVEY_006821,Survey,2025-05-09 06:20:00,कृपया इस समस्या पर ध्यान दें। The public safety issue reported near Jalandhar needs quicker follow-up. I request the concerned authority to take action.,Punjab,Jalandhar,Police & Public Safety,Police & Public Safety,Hindi,Very Good,Low,2025-04-22,No,synthetic
SURVEY_006822,Survey,2025-12-08 16:11:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. There is a delay in processing document applications in Raipur. I hope the issue can be resolved soon.,Chhattisgarh,Raipur,Government Documents,Government Documents,Telugu,Poor,Low,2025-12-08,Yes,synthetic
SURVEY_006823,Survey,2026-01-18 16:33:00,The bus stop near Dehradun needs better cleanliness and maintenance.,Uttarakhand,Dehradun,Public Transport,Public Transport,English,Poor,Medium,2025-12-19,Already resolved,synthetic
SURVEY_006824,Survey,2026-08-06 20:20:00,The public safety issue reported near Rourkela needs quicker follow-up. Please look into this issue.,Odisha,Rourkela,Police & Public Safety,Police & Public Safety,English,Poor,Low,2026-06-26,Already resolved,synthetic
