Timestamp,State,City/District,Public service,Experience,Tell us about your experience,Urgency,Issue date,Language,Would you like the concerned authority to take action?
2026-02-22 16:34:00,Ladakh,Leh,Government Documents,Good,The certificate service near Leh requires too many visits and could be made easier.,Medium,2026-01-18,English,Yes
2026-01-15 21:26:00,Andaman and Nicobar Islands,Port Blair,Water Supply,Poor,"Residents near Port Blair are facing water shortages, especially in the morning.",Low,2025-12-21,English,Yes
2026-04-15 00:47:00,Andaman and Nicobar Islands,Port Blair,Roads & Traffic,Average,The road near Port Blair has potholes and becomes difficult to use during peak hours.,Medium,2026-03-20,English,No
2025-07-07 02:18:00,Chandigarh,Chandigarh,Healthcare,Very Good,"कृपया इस समस्या पर ध्यान दें। The healthcare service near Chandigarh was helpful, but staffing appears to be limited. Please look into this issue.",Medium,2025-06-15,Hindi,Already resolved
2025-02-13 01:06:00,Himachal Pradesh,Shimla,Other Public Services,Very Poor,The complaint handling process in Shimla could be faster and easier to track.,Medium,2025-01-15,English,Yes
2025-04-15 19:03:00,Himachal Pradesh,Solan,Government Documents,Very Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The online government service for residents of Solan needs better reliability.,Critical,2025-04-13,Telugu,Yes
2025-10-26 13:48:00,Andhra Pradesh,Vijayawada,Water Supply,Average,The water supplied in Vijayawada sometimes has an unusual smell and should be checked. Please look into this issue.,Low,2025-10-11,English,Yes
2026-03-25 00:52:00,Madhya Pradesh,Jabalpur,Government Documents,Very Poor,The online government service for residents of Jabalpur needs better reliability. Please look into this issue.,Medium,2026-03-09,English,Yes
2025-12-10 02:36:00,Sikkim,Gangtok,Sanitation & Waste,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The area around Gangtok needs more regular cleaning and waste collection.,Low,2025-11-22,Telugu,Already resolved
2025-03-29 13:34:00,Uttarakhand,Dehradun,Electricity,Good,Power cuts in the Dehradun area are frequent and are affecting daily work.,Low,2025-02-24,English,Yes
2025-04-30 04:09:00,Uttarakhand,Haridwar,Police & Public Safety,Very Poor,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Traffic enforcement around Haridwar should be improved during busy hours.,Low,2025-04-03,Kannada,Yes
2026-08-17 08:56:00,Meghalaya,Tura,Education,Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The public school near Tura needs improvements to basic facilities. I hope the issue can be resolved soon.,Low,2026-07-17,Telugu,Already resolved
2025-12-16 16:18:00,Arunachal Pradesh,Itanagar,Roads & Traffic,Average,"कृपया इस समस्या पर ध्यान दें। Vehicles are frequently parked on the road near Itanagar, causing unnecessary congestion. I hope the issue can be resolved soon.",Medium,2025-11-19,Hindi,Yes
2026-04-21 08:04:00,Gujarat,Rajkot,Water Supply,Average,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents near Rajkot are facing water shortages, especially in the morning. I request the concerned authority to take action.",High,2026-04-11,Kannada,Yes
2026-03-01 15:18:00,Jharkhand,Dhanbad,Education,Average,Parents in Dhanbad have reported delays in receiving information from the school. Please look into this issue.,Low,2026-01-30,English,Yes
2026-02-15 05:17:00,Arunachal Pradesh,Naharlagun,Police & Public Safety,Average,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Traffic enforcement around Naharlagun should be improved during busy hours. This needs attention from the concerned department.,Low,2026-01-11,Malayalam,Yes
2026-02-01 15:23:00,Chandigarh,Chandigarh,Government Documents,Average,My government document application from Chandigarh has been delayed beyond the expected time. This needs attention from the concerned department.,Medium,2025-12-27,English,Yes
2025-06-09 19:54:00,Tripura,Agartala,Education,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Students in Agartala are facing delays in scholarship-related services. Please look into this issue.,Low,2025-06-08,Telugu,Already resolved
2026-05-09 04:14:00,Manipur,Thoubal,Roads & Traffic,Poor,"Vehicles are frequently parked on the road near Thoubal, causing unnecessary congestion. I hope the issue can be resolved soon.",Medium,2026-05-06,English,No
2025-02-10 14:59:00,Rajasthan,Jodhpur,Healthcare,Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Residents in Jodhpur need easier access to primary healthcare services. This needs attention from the concerned department.,Low,2025-01-25,Malayalam,Yes
2026-06-30 15:37:00,Nagaland,Dimapur,Police & Public Safety,Poor,The public safety issue reported near Dimapur needs quicker follow-up. I request the concerned authority to take action.,Medium,2026-06-04,English,Yes
2025-01-09 15:30:00,Puducherry,Puducherry,Sanitation & Waste,Average,The area around Puducherry needs more regular cleaning and waste collection. This needs attention from the concerned department.,High,2025-01-04,English,Yes
2025-11-06 03:34:00,West Bengal,Howrah,Water Supply,Good,There has been an irregular water supply in the Howrah area for the past few days. This needs attention from the concerned department.,High,2025-09-26,English,Yes
2026-07-15 09:57:00,Dadra and Nagar Haveli and Daman and Diu,Daman,Government Documents,Average,My government document application from Daman has been delayed beyond the expected time. This needs attention from the concerned department.,Low,2026-06-06,English,Yes
2025-02-20 12:26:00,Puducherry,Oulgaret,Government Documents,Very Poor,The certificate service near Oulgaret requires too many visits and could be made easier. Please look into this issue.,Low,2025-01-22,English,Yes
2025-09-10 02:34:00,Jammu and Kashmir,Anantnag,Electricity,Poor,There appears to be an issue with the electricity bill for the Anantnag area. This needs attention from the concerned department.,Medium,2025-08-05,English,Yes
2026-05-20 08:59:00,Chhattisgarh,Bilaspur,Sanitation & Waste,Very Good,"Garbage has not been collected regularly near Bilaspur, and waste is accumulating. Please provide an update on the issue.",Medium,2026-04-23,English,Yes
2026-01-26 08:35:00,Chhattisgarh,Bilaspur,Healthcare,Average,The government hospital near Bilaspur needs better availability of essential medicines. This needs attention from the concerned department.,Medium,2025-12-12,English,Yes
2025-12-18 13:48:00,Odisha,Berhampur,Sanitation & Waste,Average,"Garbage has not been collected regularly near Berhampur, and waste is accumulating. This needs attention from the concerned department.",Medium,2025-11-12,English,Yes
2025-06-19 15:52:00,Rajasthan,Udaipur,Other Public Services,Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. A public service issue near Udaipur has remained unresolved for several days.,Low,2025-05-16,Kannada,Yes
2026-08-20 06:22:00,West Bengal,Howrah,Sanitation & Waste,Average,"कृपया इस समस्या पर ध्यान दें। Garbage has not been collected regularly near Howrah, and waste is accumulating. I request the concerned authority to take action.",Medium,2026-08-14,Hindi,Yes
2026-03-14 03:03:00,Karnataka,Mysuru,Water Supply,Poor,"Residents near Mysuru are facing water shortages, especially in the morning.",Medium,2026-01-31,English,Yes
2025-02-07 03:50:00,Odisha,Berhampur,Healthcare,Good,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The waiting time at the public health facility near Berhampur is very long.,Low,2025-01-11,Tamil,No
2025-12-17 17:56:00,Nagaland,Mokokchung,Government Documents,Average,The online government service for residents of Mokokchung needs better reliability. This needs attention from the concerned department.,Medium,2025-11-18,English,Already resolved
2025-03-16 09:48:00,Andhra Pradesh,Tirupati,Public Transport,Average,Public transport near Tirupati is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,High,2025-02-10,English,Yes
2025-12-27 14:52:00,Nagaland,Mokokchung,Police & Public Safety,Good,The police response near Mokokchung was delayed and the issue needs attention. Please look into this issue.,Medium,2025-11-30,English,Already resolved
2025-11-07 00:38:00,Goa,Vasco da Gama,Education,Very Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The educational facility near Vasco da Gama needs better maintenance and support services.,Low,2025-10-11,Malayalam,Yes
2026-07-27 21:01:00,Tamil Nadu,Salem,Police & Public Safety,Average,कृपया इस समस्या पर ध्यान दें। The police response near Salem was delayed and the issue needs attention. I hope the issue can be resolved soon.,Low,2026-07-14,Hindi,No
2025-04-02 17:49:00,Sikkim,Gyalshing,Roads & Traffic,Average,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Traffic congestion around Gyalshing is getting worse and better traffic management is needed. Please look into this issue.,Medium,2025-03-29,Malayalam,Already resolved
2026-07-31 20:38:00,Arunachal Pradesh,Pasighat,Water Supply,Good,There has been an irregular water supply in the Pasighat area for the past few days. Please look into this issue.,Medium,2026-06-21,English,Yes
2025-04-04 12:45:00,Assam,Dibrugarh,Sanitation & Waste,Very Poor,"Garbage has not been collected regularly near Dibrugarh, and waste is accumulating. I request the concerned authority to take action.",Medium,2025-03-23,English,Already resolved
2026-07-07 23:35:00,West Bengal,Durgapur,Police & Public Safety,Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Traffic enforcement around Durgapur should be improved during busy hours. This needs attention from the concerned department.,High,2026-05-23,Telugu,No
2025-06-02 07:14:00,Lakshadweep,Kavaratti,Sanitation & Waste,Average,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Waste disposal near Kavaratti is creating an unpleasant environment for residents.,Low,2025-05-05,Malayalam,No
2025-09-18 05:27:00,Goa,Vasco da Gama,Public Transport,Average,कृपया इस समस्या पर ध्यान दें। Public transport services near Vasco da Gama should be more frequent during peak hours. Please provide an update on the issue.,High,2025-09-06,Hindi,Yes
2025-06-01 18:08:00,Maharashtra,Nashik,Police & Public Safety,Poor,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The public safety issue reported near Nashik needs quicker follow-up. This needs attention from the concerned department.,Medium,2025-05-02,Kannada,Yes
2026-06-23 00:37:00,Delhi,East Delhi,Electricity,Very Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. We have been waiting for an electricity connection or service update in East Delhi. Please provide an update on the issue.,Medium,2026-06-14,Kannada,Yes
2026-05-26 02:56:00,Punjab,Chandigarh,Sanitation & Waste,Average,"कृपया इस समस्या पर ध्यान दें। Garbage has not been collected regularly near Chandigarh, and waste is accumulating.",Medium,2026-04-18,Hindi,Yes
2025-12-04 13:29:00,Tamil Nadu,Tiruchirappalli,Government Documents,Poor,The online government service for residents of Tiruchirappalli needs better reliability. I request the concerned authority to take action.,Critical,2025-11-17,English,Yes
2025-09-20 17:41:00,Goa,Panaji,Government Documents,Poor,My government document application from Panaji has been delayed beyond the expected time. I hope the issue can be resolved soon.,Low,2025-08-08,English,Already resolved
2026-02-25 18:07:00,Uttarakhand,Rishikesh,Public Transport,Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Public transport near Rishikesh is overcrowded during morning and evening peak hours. I hope the issue can be resolved soon.,Low,2026-02-22,Kannada,No
2025-07-23 00:46:00,Delhi,South Delhi,Electricity,Average,There appears to be an issue with the electricity bill for the South Delhi area.,High,2025-06-23,English,Yes
2026-06-05 18:23:00,Chandigarh,Chandigarh,Police & Public Safety,Very Poor,The police response near Chandigarh was delayed and the issue needs attention. I hope the issue can be resolved soon.,Low,2026-05-09,English,Already resolved
2025-12-29 15:31:00,Haryana,Hisar,Healthcare,Average,The waiting time at the public health facility near Hisar is very long.,Critical,2025-11-21,English,Yes
2026-01-05 14:01:00,Mizoram,Lunglei,Sanitation & Waste,Good,"Garbage has not been collected regularly near Lunglei, and waste is accumulating. I hope the issue can be resolved soon.",Medium,2026-01-03,English,Yes
2025-01-30 13:21:00,Kerala,Thiruvananthapuram,Other Public Services,Good,कृपया इस समस्या पर ध्यान दें। Residents in Thiruvananthapuram need a clearer way to follow up on civic service complaints. I request the concerned authority to take action.,Medium,2025-01-14,Hindi,Yes
2026-05-09 01:49:00,Goa,Panaji,Healthcare,Average,Residents in Panaji need easier access to primary healthcare services.,Medium,2026-04-28,English,Yes
2025-06-02 05:49:00,Lakshadweep,Kavaratti,Healthcare,Average,कृपया इस समस्या पर ध्यान दें। Residents in Kavaratti need easier access to primary healthcare services.,High,2025-04-22,Hindi,No
2026-07-22 00:35:00,Ladakh,Leh,Government Documents,Very Good,My government document application from Leh has been delayed beyond the expected time. Please look into this issue.,High,2026-06-20,English,Already resolved
2026-07-07 03:51:00,Dadra and Nagar Haveli and Daman and Diu,Daman,Police & Public Safety,Average,The police response near Daman was delayed and the issue needs attention. This needs attention from the concerned department.,High,2026-06-15,English,Already resolved
2026-03-04 23:52:00,Gujarat,Rajkot,Police & Public Safety,Average,The police response near Rajkot was delayed and the issue needs attention. I hope the issue can be resolved soon.,Medium,2026-01-24,English,No
2025-01-22 16:32:00,Goa,Panaji,Roads & Traffic,Very Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Traffic congestion around Panaji is getting worse and better traffic management is needed. I request the concerned authority to take action.,Medium,2025-01-08,Malayalam,Yes
2025-01-28 09:57:00,Uttarakhand,Haldwani,Police & Public Safety,Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The police response near Haldwani was delayed and the issue needs attention. I hope the issue can be resolved soon.,Critical,2025-01-12,Telugu,Yes
2025-03-20 07:57:00,Delhi,South Delhi,Education,Average,Parents in South Delhi have reported delays in receiving information from the school. Please provide an update on the issue.,Low,2025-03-09,English,Yes
2025-06-07 10:17:00,Himachal Pradesh,Solan,Roads & Traffic,Poor,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Traffic congestion around Solan is getting worse and better traffic management is needed. This needs attention from the concerned department.,High,2025-06-07,Kannada,Yes
2026-02-25 00:49:00,Uttar Pradesh,Prayagraj,Roads & Traffic,Average,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Street lights are not working properly near Prayagraj, making the road unsafe after dark. I hope the issue can be resolved soon.",Medium,2026-01-17,Tamil,Yes
2026-02-25 20:25:00,Meghalaya,Shillong,Education,Average,The educational facility near Shillong needs better maintenance and support services. Please look into this issue.,Low,2026-02-23,English,No
2026-08-01 18:21:00,West Bengal,Howrah,Water Supply,Very Poor,कृपया इस समस्या पर ध्यान दें। A water pipeline appears to be leaking near Howrah and needs repair. Please look into this issue.,Medium,2026-06-20,Hindi,Yes
2025-09-18 17:32:00,Tripura,Agartala,Healthcare,Average,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The healthcare service near Agartala was helpful, but staffing appears to be limited. This needs attention from the concerned department.",Medium,2025-08-29,Telugu,Already resolved
2025-03-25 17:08:00,Andaman and Nicobar Islands,Port Blair,Water Supply,Poor,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents near Port Blair are facing water shortages, especially in the morning. Please look into this issue.",Low,2025-02-16,Tamil,Yes
2026-01-28 17:41:00,Dadra and Nagar Haveli and Daman and Diu,Daman,Other Public Services,Very Poor,कृपया इस समस्या पर ध्यान दें। A public service issue near Daman has remained unresolved for several days. I request the concerned authority to take action.,Low,2026-01-05,Hindi,Yes
2026-06-28 23:19:00,Bihar,Patna,Electricity,Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. We have been waiting for an electricity connection or service update in Patna. I hope the issue can be resolved soon.,Medium,2026-06-01,Telugu,Already resolved
2025-11-11 10:33:00,Odisha,Berhampur,Education,Good,The educational facility near Berhampur needs better maintenance and support services. I request the concerned authority to take action.,Medium,2025-10-31,English,Yes
2026-05-06 09:11:00,Punjab,Jalandhar,Roads & Traffic,Average,"ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Street lights are not working properly near Jalandhar, making the road unsafe after dark. I hope the issue can be resolved soon.",Medium,2026-03-29,Malayalam,Yes
2025-06-25 10:00:00,Himachal Pradesh,Shimla,Electricity,Very Poor,कृपया इस समस्या पर ध्यान दें। The electricity voltage near Shimla is unstable and appliances are being affected.,Low,2025-05-22,Hindi,Yes
2026-02-26 15:01:00,Jammu and Kashmir,Srinagar,Sanitation & Waste,Poor,"Garbage has not been collected regularly near Srinagar, and waste is accumulating. Please look into this issue.",Critical,2026-01-24,English,No
2026-04-12 11:57:00,Lakshadweep,Kavaratti,Other Public Services,Very Good,The civic facility near Kavaratti needs better maintenance.,High,2026-03-07,English,Yes
2026-07-02 05:53:00,Uttar Pradesh,Prayagraj,Other Public Services,Poor,कृपया इस समस्या पर ध्यान दें। Residents in Prayagraj need a clearer way to follow up on civic service complaints.,Low,2026-06-20,Hindi,Yes
2025-08-29 05:52:00,Ladakh,Leh,Electricity,Good,कृपया इस समस्या पर ध्यान दें। We have been waiting for an electricity connection or service update in Leh. Please provide an update on the issue.,Medium,2025-08-06,Hindi,Yes
2025-04-06 11:13:00,Uttarakhand,Haldwani,Other Public Services,Good,The complaint handling process in Haldwani could be faster and easier to track. Please provide an update on the issue.,High,2025-02-28,English,Yes
2025-06-30 18:50:00,Andhra Pradesh,Guntur,Police & Public Safety,Very Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents near Guntur are concerned about safety after dark. Please look into this issue.,High,2025-05-18,Kannada,Yes
2025-08-02 22:02:00,Odisha,Rourkela,Government Documents,Good,The online government service for residents of Rourkela needs better reliability.,Low,2025-06-22,English,Yes
2026-03-24 22:41:00,Andaman and Nicobar Islands,Port Blair,Government Documents,Very Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. My government document application from Port Blair has been delayed beyond the expected time. Please look into this issue.,Medium,2026-03-14,Malayalam,Yes
2026-03-27 00:57:00,Manipur,Imphal,Police & Public Safety,Very Poor,Residents near Imphal are concerned about safety after dark. I hope the issue can be resolved soon.,Medium,2026-02-12,English,Yes
2025-02-16 09:32:00,Ladakh,Leh,Sanitation & Waste,Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Waste disposal near Leh is creating an unpleasant environment for residents.,Medium,2025-02-12,Malayalam,Yes
2026-04-07 22:55:00,Odisha,Rourkela,Public Transport,Very Poor,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Public transport near Rourkela is overcrowded during morning and evening peak hours. Please provide an update on the issue.,Medium,2026-03-24,Tamil,Yes
2025-03-24 03:02:00,Manipur,Imphal,Water Supply,Poor,"कृपया इस समस्या पर ध्यान दें। Residents near Imphal are facing water shortages, especially in the morning. Please provide an update on the issue.",Medium,2025-02-23,Hindi,Yes
2025-05-29 02:03:00,Mizoram,Lunglei,Education,Very Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Parents in Lunglei have reported delays in receiving information from the school.,Medium,2025-05-21,Kannada,Yes
2026-03-28 08:26:00,Odisha,Cuttack,Police & Public Safety,Average,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents near Cuttack are concerned about safety after dark.,High,2026-03-25,Tamil,Yes
2026-08-22 13:22:00,Puducherry,Puducherry,Police & Public Safety,Good,Traffic enforcement around Puducherry should be improved during busy hours. Please provide an update on the issue.,Medium,2026-07-10,English,Already resolved
2026-09-07 00:00:00,Madhya Pradesh,Bhopal,Education,Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The public school near Bhopal needs improvements to basic facilities. I hope the issue can be resolved soon.,Medium,2026-09-06,Telugu,Already resolved
2026-09-07 00:00:00,Rajasthan,Kota,Water Supply,Poor,The water supplied in Kota sometimes has an unusual smell and should be checked.,High,2026-09-04,English,Already resolved
2025-10-21 19:18:00,Puducherry,Oulgaret,Other Public Services,Average,कृपया इस समस्या पर ध्यान दें। Residents in Oulgaret need a clearer way to follow up on civic service complaints.,Low,2025-09-26,Hindi,No
2026-05-16 09:12:00,Goa,Panaji,Sanitation & Waste,Average,कृपया इस समस्या पर ध्यान दें। The area around Panaji needs more regular cleaning and waste collection.,Medium,2026-04-15,Hindi,Yes
2026-06-23 10:38:00,West Bengal,Siliguri,Other Public Services,Poor,कृपया इस समस्या पर ध्यान दें। The civic facility near Siliguri needs better maintenance.,High,2026-06-09,Hindi,Yes
2026-06-23 16:08:00,Chhattisgarh,Durg,Public Transport,Average,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Public transport near Durg is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,High,2026-06-18,Tamil,Yes
2025-08-14 05:02:00,Tamil Nadu,Salem,Education,Poor,कृपया इस समस्या पर ध्यान दें। Parents in Salem have reported delays in receiving information from the school. I request the concerned authority to take action.,Medium,2025-07-07,Hindi,Yes
2025-12-06 18:54:00,Lakshadweep,Kavaratti,Police & Public Safety,Poor,कृपया इस समस्या पर ध्यान दें। The public safety issue reported near Kavaratti needs quicker follow-up.,High,2025-11-22,Hindi,Yes
2026-09-04 09:52:00,Tamil Nadu,Madurai,Public Transport,Good,The bus stop near Madurai needs better cleanliness and maintenance. This needs attention from the concerned department.,Critical,2026-07-30,English,Yes
2025-06-16 03:11:00,Haryana,Faridabad,Roads & Traffic,Good,कृपया इस समस्या पर ध्यान दें। Traffic congestion around Faridabad is getting worse and better traffic management is needed. This needs attention from the concerned department.,Medium,2025-05-20,Hindi,Yes
2025-02-22 13:37:00,Maharashtra,Pune,Education,Good,The public school near Pune needs improvements to basic facilities.,Medium,2025-02-02,English,Already resolved
2025-06-30 11:19:00,Delhi,East Delhi,Healthcare,Average,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The healthcare service near East Delhi was helpful, but staffing appears to be limited. I request the concerned authority to take action.",Critical,2025-06-11,Kannada,Yes
2025-04-08 04:42:00,Arunachal Pradesh,Pasighat,Healthcare,Average,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The government hospital near Pasighat needs better availability of essential medicines. This needs attention from the concerned department.,Low,2025-03-22,Kannada,Yes
2025-01-16 04:16:00,Meghalaya,Nongpoh,Police & Public Safety,Good,Residents near Nongpoh are concerned about safety after dark. I request the concerned authority to take action.,Medium,2025-01-01,English,Already resolved
2026-08-06 06:58:00,Manipur,Imphal,Water Supply,Poor,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents near Imphal are facing water shortages, especially in the morning. Please provide an update on the issue.",Critical,2026-07-24,Kannada,Yes
2026-01-02 09:41:00,Andhra Pradesh,Tirupati,Electricity,Average,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். There appears to be an issue with the electricity bill for the Tirupati area.,Low,2025-12-25,Tamil,Yes
2025-12-14 04:25:00,Kerala,Thiruvananthapuram,Public Transport,Very Poor,The bus stop near Thiruvananthapuram needs better cleanliness and maintenance. Please look into this issue.,Critical,2025-11-28,English,Yes
2025-04-27 17:48:00,West Bengal,Siliguri,Education,Average,The public school near Siliguri needs improvements to basic facilities. I request the concerned authority to take action.,Medium,2025-04-01,English,Yes
2025-11-12 11:41:00,Jammu and Kashmir,Anantnag,Sanitation & Waste,Poor,The drainage near Anantnag needs cleaning because water is stagnating after rain.,Medium,2025-11-09,English,Yes
2025-07-24 06:25:00,Mizoram,Aizawl,Water Supply,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. There has been an irregular water supply in the Aizawl area for the past few days.,Medium,2025-06-27,Telugu,Already resolved
2025-03-13 07:11:00,Tripura,Dharmanagar,Roads & Traffic,Good,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Vehicles are frequently parked on the road near Dharmanagar, causing unnecessary congestion. This needs attention from the concerned department.",Medium,2025-01-28,Kannada,Yes
2025-03-19 13:01:00,Maharashtra,Aurangabad,Electricity,Poor,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. We have been waiting for an electricity connection or service update in Aurangabad. I request the concerned authority to take action.,Medium,2025-02-12,Kannada,No
2025-10-10 12:13:00,Jammu and Kashmir,Jammu,Roads & Traffic,Very Good,"Street lights are not working properly near Jammu, making the road unsafe after dark.",Medium,2025-09-06,English,Yes
2025-07-16 09:04:00,Uttarakhand,Haridwar,Public Transport,Very Good,कृपया इस समस्या पर ध्यान दें। Public transport services near Haridwar should be more frequent during peak hours. Please look into this issue.,Medium,2025-07-15,Hindi,Already resolved
2025-03-09 17:48:00,Ladakh,Kargil,Police & Public Safety,Poor,कृपया इस समस्या पर ध्यान दें। Traffic enforcement around Kargil should be improved during busy hours. Please look into this issue.,Low,2025-02-20,Hindi,Already resolved
2025-11-27 18:16:00,Jharkhand,Ranchi,Education,Poor,Students in Ranchi are facing delays in scholarship-related services. Please provide an update on the issue.,Medium,2025-11-13,English,Yes
2025-11-09 09:10:00,Puducherry,Oulgaret,Public Transport,Poor,कृपया इस समस्या पर ध्यान दें। Public transport near Oulgaret is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,High,2025-10-22,Hindi,Yes
2026-02-15 10:18:00,Mizoram,Lunglei,Water Supply,Very Good,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். There has been an irregular water supply in the Lunglei area for the past few days. I request the concerned authority to take action.,Medium,2026-01-16,Tamil,Already resolved
2026-02-06 09:57:00,Assam,Silchar,Healthcare,Very Poor,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The government hospital near Silchar needs better availability of essential medicines.,Low,2025-12-30,Tamil,Yes
2025-07-24 01:14:00,Punjab,Chandigarh,Roads & Traffic,Average,कृपया इस समस्या पर ध्यान दें। The road near Chandigarh has potholes and becomes difficult to use during peak hours. Please look into this issue.,High,2025-07-16,Hindi,Already resolved
2025-09-10 09:47:00,Uttar Pradesh,Noida,Sanitation & Waste,Poor,The drainage near Noida needs cleaning because water is stagnating after rain. Please look into this issue.,Low,2025-09-10,English,Yes
2026-09-07 00:00:00,Nagaland,Mokokchung,Public Transport,Average,Public transport near Mokokchung is overcrowded during morning and evening peak hours.,Medium,2026-09-02,English,Yes
2026-09-05 00:50:00,Telangana,Warangal,Sanitation & Waste,Very Good,The drainage near Warangal needs cleaning because water is stagnating after rain. I hope the issue can be resolved soon.,Medium,2026-08-26,English,Yes
2025-04-19 13:49:00,Nagaland,Kohima,Roads & Traffic,Very Good,कृपया इस समस्या पर ध्यान दें। Traffic congestion around Kohima is getting worse and better traffic management is needed. Please look into this issue.,Medium,2025-03-09,Hindi,Yes
2026-04-14 17:33:00,Ladakh,Leh,Electricity,Poor,We have been waiting for an electricity connection or service update in Leh. Please look into this issue.,Low,2026-03-13,English,No
2026-05-30 20:20:00,Uttar Pradesh,Kanpur,Water Supply,Average,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. There has been an irregular water supply in the Kanpur area for the past few days. Please look into this issue.,Medium,2026-05-04,Kannada,Yes
2026-05-22 09:27:00,Maharashtra,Nagpur,Roads & Traffic,Very Poor,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Traffic congestion around Nagpur is getting worse and better traffic management is needed. This needs attention from the concerned department.,High,2026-05-03,Tamil,Yes
2026-01-04 00:36:00,Madhya Pradesh,Indore,Roads & Traffic,Poor,"ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Vehicles are frequently parked on the road near Indore, causing unnecessary congestion. I request the concerned authority to take action.",Medium,2025-12-18,Malayalam,Yes
